fixture_id,fixture_date,team_name,team_id,opponent_name,round_,season,league_name,opponent_id,goals_for,goals_against,points,venue,ongoing,result,cum_sum_points,cum_sum_goals_for,cum_sum_goals_against,cum_sum_wins,cum_sum_draws,cum_sum_loses,last_5_matches,last_10_matches,last_3_matches,last_match,next_match,last_venue,next_venue,last_match_goals_for,next_match_goals_for,last_match_goals_against,next_match_goals_against,rank_,final_rank_
1180502,2024-07-07 16:00:00,Fluminense,124,Fortaleza EC,15,2024,Serie A,154,0.0,1.0,0,away,False,lose,7.0,11.0,23.0,1.0,4.0,10.0,1.0,3.0,1.0,1.0,1.0,home,away,1.0,1.0,1.0,1.0,20,13
1180569,2024-08-10 21:30:00,Fluminense,124,Vasco DA Gama,22,2024,Serie A,133,0.0,2.0,0,away,False,lose,20.0,16.0,26.0,5.0,5.0,11.0,13.0,14.0,9.0,3.0,1.0,home,home,1.0,0.0,0.0,0.0,18,13
1180657,2024-10-26 16:30:00,Fluminense,124,Vitoria,31,2024,Serie A,136,1.0,2.0,0,away,False,lose,36.0,26.0,32.0,10.0,6.0,15.0,9.0,16.0,9.0,3.0,1.0,home,home,1.0,2.0,0.0,2.0,13,13
1180668,2024-11-01 21:00:00,Fluminense,124,Gremio,32,2024,Serie A,130,2.0,2.0,1,home,False,draw,37.0,28.0,34.0,10.0,7.0,15.0,9.0,16.0,6.0,0.0,0.0,away,away,1.0,0.0,2.0,2.0,14,13
1180367,2024-04-16 21:30:00,Fluminense,124,Bahia,2,2024,Serie A,118,1.0,2.0,0,away,False,lose,1.0,3.0,4.0,0.0,1.0,1.0,,,,1.0,3.0,home,home,2.0,2.0,2.0,1.0,16,13
1180633,2024-09-29 16:00:00,Fluminense,124,Atletico Goianiense,28,2024,Serie A,144,0.0,1.0,0,away,False,lose,27.0,21.0,30.0,7.0,6.0,14.0,7.0,19.0,3.0,0.0,3.0,home,home,0.0,1.0,1.0,0.0,18,13
1180418,2024-06-01 18:30:00,Fluminense,124,Juventude,7,2024,Serie A,152,1.0,1.0,1,home,False,draw,6.0,9.0,13.0,1.0,3.0,3.0,4.0,,1.0,0.0,0.0,away,away,1.0,0.0,2.0,1.0,15,13
1180618,2024-09-21 18:30:00,Fluminense,124,Botafogo,27,2024,Serie A,120,0.0,1.0,0,home,False,lose,27.0,21.0,29.0,7.0,6.0,13.0,7.0,20.0,6.0,0.0,0.0,away,away,1.0,0.0,2.0,1.0,18,13
1180378,2024-04-20 16:00:00,Fluminense,124,Vasco DA Gama,3,2024,Serie A,133,2.0,1.0,3,home,False,win,4.0,5.0,5.0,1.0,1.0,1.0,,,,0.0,0.0,away,away,1.0,0.0,2.0,3.0,10,13
1180411,2024-05-13 20:00:00,Fluminense,124,Sao Paulo,6,2024,Serie A,126,1.0,2.0,0,away,False,lose,5.0,8.0,12.0,1.0,2.0,3.0,5.0,,4.0,1.0,1.0,home,home,2.0,1.0,2.0,1.0,17,13
1180730,2024-12-08 16:00:00,Fluminense,124,Palmeiras,38,2024,Serie A,121,1.0,0.0,3,away,False,win,46.0,33.0,39.0,12.0,10.0,16.0,6.0,16.0,5.0,3.0,,home,,1.0,,0.0,,13,13
1351153,2025-10-29 19:00:00,Fluminense,124,Ceara,12,2025,Serie A,129,1.0,0.0,3,home,False,win,47.0,37.0,35.0,14.0,5.0,11.0,9.0,17.0,6.0,3.0,0.0,home,away,1.0,0.0,0.0,2.0,3,5
1351233,2025-08-16 16:00:00,Fluminense,124,Fortaleza EC,20,2025,Serie A,154,2.0,1.0,3,home,False,win,27.0,23.0,24.0,8.0,3.0,7.0,4.0,11.0,4.0,1.0,0.0,away,away,3.0,2.0,3.0,4.0,8,5
1478031,2025-11-27 20:30:00,Fluminense,124,Sao Paulo,36,2025,Serie A,126,6.0,0.0,3,home,False,win,58.0,46.0,38.0,17.0,7.0,12.0,8.0,17.0,5.0,1.0,0.0,away,away,0.0,,0.0,,5,5
1478024,2025-11-22 21:30:00,Fluminense,124,Palmeiras,35,2025,Serie A,121,0.0,0.0,1,away,False,draw,55.0,40.0,38.0,16.0,7.0,12.0,10.0,19.0,7.0,3.0,3.0,home,home,2.0,6.0,1.0,0.0,7,5
1478042,2025-12-02 21:30:00,Fluminense,124,Gremio,37,2025,Serie A,130,,,0,away,False,,58.0,46.0,38.0,17.0,7.0,12.0,11.0,20.0,7.0,3.0,0.0,home,home,6.0,,0.0,,5,5
1351247,2025-08-23 16:00:00,Fluminense,124,RB Bragantino,21,2025,Serie A,794,2.0,4.0,0,away,False,lose,27.0,25.0,28.0,8.0,3.0,8.0,7.0,14.0,7.0,3.0,1.0,home,away,2.0,0.0,1.0,0.0,9,5
1351283,2025-09-28 16:00:00,Fluminense,124,Botafogo,25,2025,Serie A,120,2.0,0.0,3,home,False,win,34.0,28.0,29.0,10.0,4.0,9.0,7.0,11.0,4.0,3.0,1.0,away,away,1.0,2.0,0.0,2.0,8,5
1351051,2025-03-29 18:30:00,Fluminense,124,Fortaleza EC,1,2025,Serie A,154,0.0,2.0,0,away,False,lose,0.0,0.0,2.0,0.0,0.0,1.0,,,,,3.0,,home,,2.0,,1.0,20,5
1351075,2025-04-16 19:30:00,Fluminense,124,Corinthians,4,2025,Serie A,131,2.0,0.0,3,away,False,win,9.0,5.0,3.0,3.0,0.0,1.0,,,6.0,3.0,1.0,home,home,1.0,1.0,0.0,1.0,3,5
1351263,2025-09-13 21:00:00,Fluminense,124,Corinthians,23,2025,Serie A,131,0.0,1.0,0,home,False,lose,28.0,25.0,29.0,8.0,4.0,9.0,8.0,11.0,4.0,1.0,3.0,away,away,0.0,1.0,0.0,0.0,10,5
1351280,2025-09-20 16:00:00,Fluminense,124,Vitoria,24,2025,Serie A,136,1.0,0.0,3,away,False,win,31.0,26.0,29.0,9.0,4.0,9.0,5.0,8.0,1.0,0.0,3.0,home,home,0.0,2.0,1.0,0.0,8,5
1351368,2025-11-09 16:00:00,Fluminense,124,Cruzeiro,33,2025,Serie A,135,0.0,0.0,1,away,False,draw,51.0,38.0,37.0,15.0,6.0,12.0,9.0,19.0,6.0,3.0,3.0,home,home,1.0,2.0,0.0,1.0,7,5
1351118,2025-05-11 17:30:00,Fluminense,124,Atletico-MG,8,2025,Serie A,1062,2.0,3.0,0,away,False,lose,13.0,10.0,10.0,4.0,1.0,3.0,10.0,,4.0,3.0,1.0,home,away,2.0,1.0,1.0,1.0,5,5
1351167,2025-10-08 21:00:00,Fluminense,124,Mirassol,13,2025,Serie A,7848,1.0,2.0,0,away,False,lose,38.0,34.0,33.0,11.0,5.0,10.0,10.0,18.0,7.0,3.0,3.0,home,home,3.0,1.0,0.0,0.0,3,5
1351230,2025-08-09 21:00:00,Fluminense,124,Bahia,19,2025,Serie A,118,3.0,3.0,1,away,False,draw,24.0,21.0,23.0,7.0,3.0,7.0,3.0,13.0,3.0,3.0,3.0,home,home,1.0,2.0,0.0,1.0,9,5
1351133,2025-05-24 18:30:00,Fluminense,124,Vasco DA Gama,10,2025,Serie A,133,2.0,1.0,3,home,False,win,17.0,13.0,12.0,5.0,2.0,3.0,5.0,,4.0,1.0,3.0,away,away,1.0,2.0,1.0,0.0,6,5
1351213,2025-08-02 21:00:00,Fluminense,124,Gremio,18,2025,Serie A,130,1.0,0.0,3,home,False,win,23.0,18.0,20.0,7.0,2.0,7.0,3.0,10.0,0.0,0.0,1.0,away,away,1.0,3.0,3.0,3.0,9,5
1351324,2025-10-20 19:30:00,Fluminense,124,Vasco DA Gama,29,2025,Serie A,133,0.0,2.0,0,away,False,lose,41.0,35.0,35.0,12.0,5.0,11.0,10.0,17.0,6.0,3.0,3.0,home,home,1.0,1.0,0.0,0.0,7,5
1478013,2025-11-19 21:30:00,Fluminense,124,Flamengo,34,2025,Serie A,127,2.0,1.0,3,home,False,win,54.0,40.0,38.0,16.0,6.0,12.0,10.0,17.0,4.0,1.0,1.0,away,away,0.0,0.0,0.0,0.0,6,5
1351149,2025-06-01 20:30:00,Fluminense,124,Internacional,11,2025,Serie A,119,2.0,0.0,3,away,False,win,20.0,15.0,12.0,6.0,2.0,3.0,7.0,17.0,4.0,3.0,0.0,home,home,2.0,0.0,1.0,2.0,5,5
1351193,2025-07-23 19:00:00,Fluminense,124,Palmeiras,16,2025,Serie A,121,1.0,2.0,0,home,False,lose,20.0,16.0,17.0,6.0,2.0,6.0,7.0,14.0,3.0,0.0,0.0,away,away,0.0,1.0,1.0,3.0,12,5
1351302,2025-10-01 19:00:00,Fluminense,124,Sport Recife,26,2025,Serie A,123,2.0,2.0,1,away,False,draw,35.0,30.0,31.0,10.0,5.0,9.0,7.0,14.0,6.0,3.0,3.0,home,home,2.0,3.0,0.0,0.0,8,5
1351083,2025-04-20 18:30:00,Fluminense,124,Vitoria,5,2025,Serie A,136,1.0,1.0,1,home,False,draw,10.0,6.0,4.0,3.0,1.0,1.0,,,9.0,3.0,0.0,away,away,2.0,0.0,0.0,2.0,3,5
1351132,2025-05-18 16:00:00,Fluminense,124,Juventude,9,2025,Serie A,152,1.0,1.0,1,away,False,draw,14.0,11.0,11.0,4.0,2.0,3.0,7.0,,3.0,0.0,3.0,away,home,2.0,2.0,3.0,1.0,7,5
1351173,2025-07-17 19:30:00,Fluminense,124,Cruzeiro,14,2025,Serie A,135,0.0,2.0,0,home,False,lose,20.0,15.0,14.0,6.0,2.0,4.0,10.0,20.0,7.0,3.0,0.0,away,away,2.0,0.0,0.0,1.0,9,5
1351206,2025-07-27 16:00:00,Fluminense,124,Sao Paulo,17,2025,Serie A,126,1.0,3.0,0,away,False,lose,20.0,17.0,20.0,6.0,2.0,7.0,6.0,11.0,0.0,0.0,3.0,home,home,1.0,1.0,2.0,0.0,12,5
1351333,2025-10-25 17:30:00,Fluminense,124,Internacional,30,2025,Serie A,119,1.0,0.0,3,home,False,win,44.0,36.0,35.0,13.0,5.0,11.0,7.0,14.0,3.0,0.0,3.0,away,home,0.0,1.0,2.0,0.0,7,5
1351183,2025-07-20 19:30:00,Fluminense,124,Flamengo,15,2025,Serie A,127,0.0,1.0,0,away,False,lose,20.0,15.0,15.0,6.0,2.0,5.0,7.0,17.0,6.0,0.0,0.0,home,home,0.0,1.0,2.0,2.0,8,5
1351256,2025-08-31 16:00:00,Fluminense,124,Santos,22,2025,Serie A,128,0.0,0.0,1,away,False,draw,28.0,25.0,28.0,8.0,4.0,8.0,7.0,13.0,4.0,0.0,0.0,away,home,2.0,0.0,4.0,1.0,9,5
1351351,2025-11-02 16:00:00,Fluminense,124,Ceara,31,2025,Serie A,129,0.0,2.0,0,away,False,lose,47.0,37.0,37.0,14.0,5.0,12.0,9.0,19.0,6.0,3.0,3.0,home,home,1.0,1.0,0.0,0.0,7,5
1351353,2025-11-06 19:30:00,Fluminense,124,Mirassol,32,2025,Serie A,7848,1.0,0.0,3,home,False,win,50.0,38.0,37.0,15.0,5.0,12.0,9.0,19.0,6.0,0.0,1.0,away,away,0.0,0.0,2.0,0.0,7,5
1351053,2025-04-06 16:00:00,Fluminense,124,RB Bragantino,2,2025,Serie A,794,2.0,1.0,3,home,False,win,3.0,2.0,3.0,1.0,0.0,1.0,,,,0.0,3.0,away,home,0.0,1.0,2.0,0.0,10,5
1351313,2025-10-16 21:30:00,Fluminense,124,Juventude,28,2025,Serie A,152,1.0,0.0,3,home,False,win,41.0,35.0,33.0,12.0,5.0,10.0,10.0,15.0,4.0,0.0,0.0,away,away,1.0,0.0,2.0,2.0,7,5
1351103,2025-05-03 18:30:00,Fluminense,124,Sport Recife,7,2025,Serie A,123,2.0,1.0,3,home,False,win,13.0,8.0,7.0,4.0,1.0,2.0,10.0,,4.0,0.0,0.0,away,away,0.0,2.0,2.0,3.0,5,5
1351303,2025-10-04 18:30:00,Fluminense,124,Atletico-MG,27,2025,Serie A,1062,3.0,0.0,3,home,False,win,38.0,33.0,31.0,11.0,5.0,9.0,8.0,15.0,7.0,1.0,0.0,away,away,2.0,1.0,2.0,2.0,7,5
1351063,2025-04-13 19:30:00,Fluminense,124,Santos,3,2025,Serie A,128,1.0,0.0,3,home,False,win,6.0,3.0,3.0,2.0,0.0,1.0,,,,3.0,3.0,home,away,2.0,2.0,1.0,0.0,5,5
1351094,2025-04-26 21:00:00,Fluminense,124,Botafogo,6,2025,Serie A,120,0.0,2.0,0,away,False,lose,10.0,6.0,6.0,3.0,1.0,2.0,10.0,,7.0,1.0,3.0,home,home,1.0,2.0,1.0,1.0,5,5
1478051,2025-12-07 16:00:00,Fluminense,124,Bahia,38,2025,Serie A,118,,,0,home,False,,58.0,46.0,38.0,17.0,7.0,12.0,8.0,17.0,4.0,0.0,,away,,,,,,5,5
1351187,2025-07-19 18:30:00,Santos,128,Mirassol,15,2025,Serie A,7848,0.0,3.0,0,away,False,lose,14.0,12.0,17.0,4.0,2.0,8.0,9.0,13.0,6.0,3.0,0.0,home,home,1.0,1.0,0.0,2.0,17,17
1351161,2025-06-12 19:30:00,Santos,128,Fortaleza EC,12,2025,Serie A,154,3.0,2.0,3,away,False,win,11.0,11.0,14.0,3.0,2.0,7.0,4.0,8.0,3.0,0.0,3.0,home,home,0.0,1.0,1.0,0.0,17,17
1351236,2025-08-17 16:00:00,Santos,128,Vasco DA Gama,20,2025,Serie A,133,0.0,6.0,0,home,False,lose,21.0,20.0,29.0,6.0,3.0,10.0,7.0,16.0,7.0,3.0,0.0,away,away,2.0,0.0,1.0,2.0,15,17
1478034,2025-11-28 21:30:00,Santos,128,Sport Recife,36,2025,Serie A,123,,,0,home,False,,38.0,36.0,50.0,9.0,11.0,15.0,5.0,10.0,5.0,1.0,0.0,away,away,1.0,,1.0,,17,17
1478022,2025-11-24 21:00:00,Santos,128,Internacional,35,2025,Serie A,119,1.0,1.0,1,away,False,draw,38.0,36.0,50.0,9.0,11.0,15.0,5.0,10.0,4.0,1.0,0.0,home,home,1.0,,1.0,,17,17
1478043,2025-12-03 19:30:00,Santos,128,Juventude,37,2025,Serie A,152,,,0,away,False,,38.0,36.0,50.0,9.0,11.0,15.0,5.0,10.0,2.0,0.0,0.0,home,home,,,,,16,17
1351250,2025-08-24 16:00:00,Santos,128,Bahia,21,2025,Serie A,118,0.0,2.0,0,away,False,lose,21.0,20.0,31.0,6.0,3.0,11.0,7.0,16.0,6.0,0.0,1.0,home,home,0.0,0.0,6.0,0.0,15,17
1351287,2025-09-28 18:30:00,Santos,128,RB Bragantino,25,2025,Serie A,794,2.0,2.0,1,away,False,draw,27.0,24.0,34.0,7.0,6.0,11.0,5.0,12.0,5.0,3.0,1.0,home,home,1.0,1.0,0.0,1.0,16,17
1351044,2025-03-30 18:30:00,Santos,128,Vasco DA Gama,1,2025,Serie A,133,1.0,2.0,0,away,False,lose,0.0,1.0,2.0,0.0,0.0,1.0,,,,,1.0,,home,,2.0,,2.0,17,17
1351268,2025-09-14 16:00:00,Santos,128,Atletico-MG,23,2025,Serie A,1062,1.0,1.0,1,away,False,draw,23.0,21.0,32.0,6.0,5.0,11.0,7.0,14.0,1.0,1.0,3.0,home,home,0.0,1.0,0.0,0.0,16,17
1351276,2025-09-21 20:30:00,Santos,128,Sao Paulo,24,2025,Serie A,126,1.0,0.0,3,home,False,win,26.0,22.0,32.0,7.0,5.0,11.0,5.0,12.0,2.0,1.0,1.0,away,away,1.0,2.0,1.0,2.0,14,17
1351363,2025-11-09 18:30:00,Santos,128,Flamengo,33,2025,Serie A,127,2.0,3.0,0,away,False,lose,33.0,33.0,48.0,8.0,9.0,15.0,5.0,11.0,2.0,0.0,3.0,away,home,0.0,1.0,2.0,0.0,17,17
1351116,2025-05-12 20:00:00,Santos,128,Ceara,8,2025,Serie A,129,0.0,0.0,1,home,False,draw,5.0,7.0,10.0,1.0,2.0,5.0,3.0,,0.0,0.0,0.0,away,away,0.0,0.0,1.0,1.0,19,17
1351166,2025-11-15 21:00:00,Santos,128,Palmeiras,13,2025,Serie A,121,1.0,0.0,3,home,False,win,36.0,34.0,48.0,9.0,9.0,15.0,2.0,10.0,1.0,0.0,1.0,away,home,2.0,1.0,3.0,1.0,4,17
1351228,2025-08-10 18:30:00,Santos,128,Cruzeiro,19,2025,Serie A,135,2.0,1.0,3,away,False,win,21.0,20.0,23.0,6.0,3.0,9.0,7.0,14.0,4.0,3.0,0.0,home,home,3.0,0.0,1.0,6.0,14,17
1351140,2025-05-25 18:30:00,Santos,128,Vitoria,10,2025,Serie A,136,1.0,0.0,3,away,False,win,8.0,8.0,11.0,2.0,2.0,6.0,1.0,,1.0,0.0,0.0,away,home,0.0,0.0,1.0,1.0,18,17
1351216,2025-08-04 20:00:00,Santos,128,Juventude,18,2025,Serie A,152,3.0,1.0,3,home,False,win,18.0,18.0,22.0,5.0,3.0,9.0,7.0,11.0,1.0,1.0,3.0,away,away,2.0,2.0,2.0,1.0,15,17
1351326,2025-10-20 21:30:00,Santos,128,Vitoria,29,2025,Serie A,136,0.0,1.0,0,home,False,lose,31.0,28.0,40.0,8.0,7.0,13.0,8.0,13.0,4.0,3.0,1.0,home,away,3.0,2.0,1.0,2.0,16,17
1478016,2025-11-19 21:30:00,Santos,128,Mirassol,34,2025,Serie A,7848,1.0,1.0,1,home,False,draw,37.0,35.0,49.0,9.0,10.0,15.0,5.0,10.0,3.0,3.0,1.0,home,away,1.0,1.0,0.0,1.0,17,17
1351146,2025-06-01 16:00:00,Santos,128,Botafogo,11,2025,Serie A,120,0.0,1.0,0,home,False,lose,8.0,8.0,12.0,2.0,2.0,7.0,4.0,8.0,4.0,3.0,3.0,away,away,1.0,3.0,0.0,2.0,18,17
1351196,2025-07-23 21:30:00,Santos,128,Internacional,16,2025,Serie A,119,1.0,2.0,0,home,False,lose,14.0,13.0,19.0,4.0,2.0,9.0,9.0,10.0,6.0,0.0,1.0,away,away,0.0,2.0,3.0,2.0,18,17
1351296,2025-10-01 21:30:00,Santos,128,Gremio,26,2025,Serie A,130,1.0,1.0,1,home,False,draw,28.0,25.0,35.0,7.0,7.0,11.0,6.0,13.0,5.0,1.0,0.0,away,away,2.0,0.0,2.0,3.0,16,17
1351086,2025-04-20 16:00:00,Santos,128,Sao Paulo,5,2025,Serie A,126,1.0,2.0,0,away,False,lose,4.0,6.0,7.0,1.0,1.0,3.0,,,4.0,3.0,0.0,home,home,2.0,1.0,0.0,2.0,18,17
1351125,2025-05-18 16:00:00,Santos,128,Corinthians,9,2025,Serie A,131,0.0,1.0,0,away,False,lose,5.0,7.0,11.0,1.0,2.0,6.0,4.0,,1.0,1.0,3.0,home,away,0.0,1.0,0.0,0.0,19,17
1351176,2025-07-16 20:00:00,Santos,128,Flamengo,14,2025,Serie A,127,1.0,0.0,3,home,False,win,14.0,12.0,14.0,4.0,2.0,7.0,7.0,10.0,6.0,3.0,0.0,away,away,3.0,0.0,2.0,3.0,17,17
1351212,2025-07-26 18:30:00,Santos,128,Sport Recife,17,2025,Serie A,123,2.0,2.0,1,away,False,draw,15.0,15.0,21.0,4.0,3.0,9.0,6.0,10.0,3.0,0.0,3.0,home,home,1.0,3.0,2.0,1.0,17,17
1351334,2025-10-26 16:00:00,Santos,128,Botafogo,30,2025,Serie A,120,2.0,2.0,1,away,False,draw,32.0,30.0,42.0,8.0,8.0,13.0,5.0,10.0,3.0,0.0,1.0,home,home,0.0,1.0,1.0,1.0,16,17
1478054,2025-12-07 16:00:00,Santos,128,Cruzeiro,38,2025,Serie A,135,,,0,home,False,,38.0,36.0,50.0,9.0,11.0,15.0,5.0,7.0,1.0,0.0,,away,,,,,,17,17
1351256,2025-08-31 16:00:00,Santos,128,Fluminense,22,2025,Serie A,124,0.0,0.0,1,home,False,draw,22.0,20.0,31.0,6.0,4.0,11.0,7.0,13.0,3.0,0.0,1.0,away,away,0.0,1.0,2.0,1.0,16,17
1351346,2025-11-01 16:00:00,Santos,128,Fortaleza EC,31,2025,Serie A,154,1.0,1.0,1,home,False,draw,33.0,31.0,43.0,8.0,9.0,13.0,5.0,11.0,4.0,1.0,0.0,away,away,2.0,0.0,2.0,2.0,16,17
1351355,2025-11-06 21:30:00,Santos,128,Palmeiras,32,2025,Serie A,121,0.0,2.0,0,away,False,lose,33.0,31.0,45.0,8.0,9.0,14.0,5.0,12.0,2.0,1.0,0.0,home,away,1.0,2.0,1.0,3.0,17,17
1351056,2025-04-06 20:30:00,Santos,128,Bahia,2,2025,Serie A,118,2.0,2.0,1,home,False,draw,1.0,3.0,4.0,0.0,1.0,1.0,,,,0.0,0.0,away,away,1.0,0.0,2.0,1.0,16,17
