type,date,points,position,times
brasileirao_relegation_points,2025-11-01,48.0,14,90
brasileirao_relegation_points,2025-11-01,48.0,11,298
brasileirao_relegation_points,2025-11-01,48.0,10,58
brasileirao_relegation_points,2025-11-01,48.0,15,13
brasileirao_relegation_points,2025-11-01,48.0,9,4
brasileirao_relegation_points,2025-11-01,45.0,15,305
brasileirao_relegation_points,2025-11-01,45.0,16,81
brasileirao_relegation_points,2025-11-01,45.0,14,504
brasileirao_relegation_points,2025-11-01,45.0,13,306
brasileirao_relegation_points,2025-11-01,45.0,12,72
brasileirao_relegation_points,2025-11-01,45.0,17,4
brasileirao_relegation_points,2025-11-01,45.0,11,4
brasileirao_relegation_points,2025-11-01,33.0,18,72
brasileirao_relegation_points,2025-11-01,33.0,19,291
brasileirao_relegation_points,2025-11-01,33.0,20,41
brasileirao_relegation_points,2025-11-01,32.0,19,243
brasileirao_relegation_points,2025-11-01,32.0,18,22
brasileirao_relegation_points,2025-11-01,32.0,20,75
brasileirao_relegation_points,2025-11-01,25.0,20,193
brasileirao_relegation_points,2025-11-01,84.0,1,90
brasileirao_relegation_points,2025-11-01,84.0,2,3
brasileirao_relegation_points,2025-11-01,79.0,2,145
brasileirao_relegation_points,2025-11-01,79.0,1,245
brasileirao_relegation_points,2025-11-01,79.0,3,4
brasileirao_relegation_points,2025-11-01,71.0,3,303
brasileirao_relegation_points,2025-11-01,71.0,2,73
brasileirao_relegation_points,2025-11-01,71.0,4,27
brasileirao_relegation_points,2025-11-01,71.0,1,2
brasileirao_relegation_points,2025-11-01,63.0,4,199
brasileirao_relegation_points,2025-11-01,63.0,5,285
brasileirao_relegation_points,2025-11-01,63.0,6,54
brasileirao_relegation_points,2025-11-01,63.0,3,3
brasileirao_relegation_points,2025-11-01,51.0,9,244
brasileirao_relegation_points,2025-11-01,51.0,10,490
brasileirao_relegation_points,2025-11-01,51.0,11,391
brasileirao_relegation_points,2025-11-01,51.0,8,29
brasileirao_relegation_points,2025-11-01,51.0,12,111
brasileirao_relegation_points,2025-11-01,51.0,13,9
brasileirao_relegation_points,2025-11-01,40.0,17,384
brasileirao_relegation_points,2025-11-01,40.0,18,154
brasileirao_relegation_points,2025-11-01,40.0,16,262
brasileirao_relegation_points,2025-11-01,40.0,15,51
brasileirao_relegation_points,2025-11-01,40.0,19,13
brasileirao_relegation_points,2025-11-01,40.0,14,1
brasileirao_relegation_points,2025-11-01,36.0,18,348
brasileirao_relegation_points,2025-11-01,36.0,19,230
brasileirao_relegation_points,2025-11-01,36.0,17,70
brasileirao_relegation_points,2025-11-01,36.0,16,2
brasileirao_relegation_points,2025-11-01,30.0,19,143
brasileirao_relegation_points,2025-11-01,30.0,20,165
brasileirao_relegation_points,2025-11-01,30.0,18,2
brasileirao_relegation_points,2025-11-01,26.0,20,219
brasileirao_relegation_points,2025-11-01,26.0,19,3
brasileirao_relegation_points,2025-11-01,78.0,1,240
brasileirao_relegation_points,2025-11-01,78.0,2,177
brasileirao_relegation_points,2025-11-01,78.0,3,1
brasileirao_relegation_points,2025-11-01,69.0,3,251
brasileirao_relegation_points,2025-11-01,69.0,4,121
brasileirao_relegation_points,2025-11-01,69.0,5,4
brasileirao_relegation_points,2025-11-01,69.0,2,11
brasileirao_relegation_points,2025-11-01,69.0,1,1
brasileirao_relegation_points,2025-11-01,54.0,9,399
brasileirao_relegation_points,2025-11-01,54.0,8,407
brasileirao_relegation_points,2025-11-01,54.0,7,95
brasileirao_relegation_points,2025-11-01,54.0,11,19
brasileirao_relegation_points,2025-11-01,54.0,10,126
brasileirao_relegation_points,2025-11-01,54.0,6,9
brasileirao_relegation_points,2025-11-01,38.0,17,283
brasileirao_relegation_points,2025-11-01,38.0,18,323
brasileirao_relegation_points,2025-11-01,38.0,19,63
brasileirao_relegation_points,2025-11-01,38.0,16,50
brasileirao_relegation_points,2025-11-01,38.0,15,1
brasileirao_relegation_points,2025-11-01,19.0,20,20
brasileirao_relegation_points,2025-11-01,73.0,3,209
brasileirao_relegation_points,2025-11-01,73.0,2,211
brasileirao_relegation_points,2025-11-01,73.0,1,29
brasileirao_relegation_points,2025-11-01,73.0,4,3
brasileirao_relegation_points,2025-11-01,44.0,14,378
brasileirao_relegation_points,2025-11-01,44.0,15,481
brasileirao_relegation_points,2025-11-01,44.0,16,186
brasileirao_relegation_points,2025-11-01,44.0,13,131
brasileirao_relegation_points,2025-11-01,44.0,17,30
brasileirao_relegation_points,2025-11-01,44.0,12,20
brasileirao_relegation_points,2025-11-01,29.0,20,193
brasileirao_relegation_points,2025-11-01,29.0,19,63
brasileirao_relegation_points,2025-11-01,76.0,2,268
brasileirao_relegation_points,2025-11-01,76.0,1,181
brasileirao_relegation_points,2025-11-01,76.0,3,39
brasileirao_relegation_points,2025-11-01,66.0,4,314
brasileirao_relegation_points,2025-11-01,66.0,5,47
brasileirao_relegation_points,2025-11-01,66.0,3,79
brasileirao_relegation_points,2025-11-01,66.0,6,3
brasileirao_relegation_points,2025-11-01,56.0,7,416
brasileirao_relegation_points,2025-11-01,56.0,8,380
brasileirao_relegation_points,2025-11-01,56.0,9,105
brasileirao_relegation_points,2025-11-01,56.0,6,124
brasileirao_relegation_points,2025-11-01,56.0,10,5
brasileirao_relegation_points,2025-11-01,56.0,5,5
brasileirao_relegation_points,2025-11-01,47.0,13,488
brasileirao_relegation_points,2025-11-01,47.0,12,394
brasileirao_relegation_points,2025-11-01,47.0,14,253
brasileirao_relegation_points,2025-11-01,47.0,11,140
brasileirao_relegation_points,2025-11-01,47.0,15,64
brasileirao_relegation_points,2025-11-01,47.0,16,6
brasileirao_relegation_points,2025-11-01,47.0,10,13
brasileirao_relegation_points,2025-11-01,65.0,4,320
brasileirao_relegation_points,2025-11-01,65.0,5,129
brasileirao_relegation_points,2025-11-01,65.0,3,47
brasileirao_relegation_points,2025-11-01,65.0,6,7
brasileirao_relegation_points,2025-11-01,65.0,7,1
brasileirao_relegation_points,2025-11-01,34.0,19,323
brasileirao_relegation_points,2025-11-01,34.0,18,143
brasileirao_relegation_points,2025-11-01,34.0,20,20
brasileirao_relegation_points,2025-11-01,34.0,17,11
brasileirao_relegation_points,2025-11-01,27.0,20,264
brasileirao_relegation_points,2025-11-01,27.0,19,9
brasileirao_relegation_points,2025-11-01,81.0,1,261
brasileirao_relegation_points,2025-11-01,81.0,2,39
brasileirao_relegation_points,2025-11-01,42.0,15,310
brasileirao_relegation_points,2025-11-01,42.0,16,494
brasileirao_relegation_points,2025-11-01,42.0,17,222
brasileirao_relegation_points,2025-11-01,42.0,14,71
brasileirao_relegation_points,2025-11-01,42.0,18,24
brasileirao_relegation_points,2025-11-01,42.0,13,3
brasileirao_relegation_points,2025-11-01,35.0,19,263
brasileirao_relegation_points,2025-11-01,35.0,18,215
brasileirao_relegation_points,2025-11-01,35.0,17,24
brasileirao_relegation_points,2025-11-01,35.0,20,4
brasileirao_relegation_points,2025-11-01,83.0,1,127
brasileirao_relegation_points,2025-11-01,83.0,2,7
brasileirao_relegation_points,2025-11-01,88.0,1,4
brasileirao_relegation_points,2025-11-01,70.0,3,288
brasileirao_relegation_points,2025-11-01,70.0,2,41
brasileirao_relegation_points,2025-11-01,70.0,4,78
brasileirao_relegation_points,2025-11-01,70.0,5,1
brasileirao_relegation_points,2025-11-01,70.0,1,1
brasileirao_relegation_points,2025-11-01,22.0,20,105
brasileirao_relegation_points,2025-11-01,39.0,18,275
brasileirao_relegation_points,2025-11-01,39.0,16,124
brasileirao_relegation_points,2025-11-01,39.0,17,379
brasileirao_relegation_points,2025-11-01,39.0,19,25
brasileirao_relegation_points,2025-11-01,39.0,15,8
brasileirao_relegation_points,2025-11-01,28.0,20,225
brasileirao_relegation_points,2025-11-01,28.0,19,26
brasileirao_relegation_points,2025-11-01,86.0,1,27
brasileirao_relegation_points,2025-11-01,75.0,2,339
brasileirao_relegation_points,2025-11-01,75.0,1,117
brasileirao_relegation_points,2025-11-01,75.0,3,85
brasileirao_relegation_points,2025-11-01,23.0,20,119
brasileirao_relegation_points,2025-11-01,85.0,1,33
brasileirao_relegation_points,2025-11-01,21.0,20,43
brasileirao_relegation_points,2025-11-01,87.0,1,5
brasileirao_relegation_points,2025-11-01,20.0,20,32
brasileirao_relegation_points,2025-11-01,18.0,20,3
brasileirao_relegation_points,2025-11-01,17.0,20,3
brasileirao_relegation_points,2025-11-01,89.0,1,1
brasileirao_relegation_points,2025-11-02,81.0,1,283
brasileirao_relegation_points,2025-11-02,81.0,2,81
brasileirao_relegation_points,2025-11-02,78.0,2,207
brasileirao_relegation_points,2025-11-02,78.0,3,5
brasileirao_relegation_points,2025-11-02,78.0,1,254
brasileirao_relegation_points,2025-11-02,66.0,4,329
brasileirao_relegation_points,2025-11-02,66.0,3,66
brasileirao_relegation_points,2025-11-02,66.0,5,54
brasileirao_relegation_points,2025-11-02,66.0,6,2
brasileirao_relegation_points,2025-11-02,61.0,5,328
brasileirao_relegation_points,2025-11-02,61.0,6,236
brasileirao_relegation_points,2025-11-02,61.0,4,68
brasileirao_relegation_points,2025-11-02,61.0,7,29
brasileirao_relegation_points,2025-11-02,61.0,8,1
brasileirao_relegation_points,2025-11-02,57.0,6,240
brasileirao_relegation_points,2025-11-02,57.0,7,448
brasileirao_relegation_points,2025-11-02,57.0,8,217
brasileirao_relegation_points,2025-11-02,57.0,5,23
brasileirao_relegation_points,2025-11-02,57.0,9,29
brasileirao_relegation_points,2025-11-02,54.0,8,405
brasileirao_relegation_points,2025-11-02,54.0,9,431
brasileirao_relegation_points,2025-11-02,54.0,10,150
brasileirao_relegation_points,2025-11-02,54.0,7,119
brasileirao_relegation_points,2025-11-02,54.0,6,10
brasileirao_relegation_points,2025-11-02,54.0,11,16
brasileirao_relegation_points,2025-11-02,54.0,12,1
brasileirao_relegation_points,2025-11-02,52.0,9,426
brasileirao_relegation_points,2025-11-02,52.0,11,186
brasileirao_relegation_points,2025-11-02,52.0,10,513
brasileirao_relegation_points,2025-11-02,52.0,8,118
brasileirao_relegation_points,2025-11-02,52.0,7,9
brasileirao_relegation_points,2025-11-02,52.0,12,13
brasileirao_relegation_points,2025-11-02,49.0,10,173
brasileirao_relegation_points,2025-11-02,49.0,11,475
brasileirao_relegation_points,2025-11-02,49.0,12,475
brasileirao_relegation_points,2025-11-02,49.0,13,202
brasileirao_relegation_points,2025-11-02,49.0,14,33
brasileirao_relegation_points,2025-11-02,49.0,9,21
brasileirao_relegation_points,2025-11-02,49.0,15,1
brasileirao_relegation_points,2025-11-02,48.0,11,257
brasileirao_relegation_points,2025-11-02,48.0,12,528
brasileirao_relegation_points,2025-11-02,48.0,13,341
brasileirao_relegation_points,2025-11-02,48.0,14,95
brasileirao_relegation_points,2025-11-02,48.0,15,12
brasileirao_relegation_points,2025-11-02,48.0,10,37
brasileirao_relegation_points,2025-11-02,48.0,9,1
brasileirao_relegation_points,2025-11-02,46.0,12,198
brasileirao_relegation_points,2025-11-02,46.0,13,507
brasileirao_relegation_points,2025-11-02,46.0,14,470
brasileirao_relegation_points,2025-11-02,46.0,15,163
brasileirao_relegation_points,2025-11-02,46.0,11,30
brasileirao_relegation_points,2025-11-02,46.0,16,21
brasileirao_relegation_points,2025-11-02,46.0,10,3
brasileirao_relegation_points,2025-11-02,44.0,14,404
brasileirao_relegation_points,2025-11-02,44.0,15,521
brasileirao_relegation_points,2025-11-02,44.0,12,16
brasileirao_relegation_points,2025-11-02,44.0,16,208
brasileirao_relegation_points,2025-11-02,44.0,13,112
brasileirao_relegation_points,2025-11-02,44.0,17,17
brasileirao_relegation_points,2025-11-02,43.0,15,487
brasileirao_relegation_points,2025-11-02,43.0,16,395
brasileirao_relegation_points,2025-11-02,43.0,13,28
brasileirao_relegation_points,2025-11-02,43.0,14,205
brasileirao_relegation_points,2025-11-02,43.0,17,89
brasileirao_relegation_points,2025-11-02,43.0,18,8
brasileirao_relegation_points,2025-11-02,43.0,12,2
brasileirao_relegation_points,2025-11-02,40.0,17,399
brasileirao_relegation_points,2025-11-02,40.0,15,38
brasileirao_relegation_points,2025-11-02,40.0,16,265
brasileirao_relegation_points,2025-11-02,40.0,18,152
brasileirao_relegation_points,2025-11-02,40.0,19,7
brasileirao_relegation_points,2025-11-02,40.0,14,1
brasileirao_relegation_points,2025-11-02,36.0,18,342
brasileirao_relegation_points,2025-11-02,36.0,17,75
brasileirao_relegation_points,2025-11-02,36.0,19,172
brasileirao_relegation_points,2025-11-02,36.0,16,3
brasileirao_relegation_points,2025-11-02,36.0,20,1
brasileirao_relegation_points,2025-11-02,35.0,19,233
brasileirao_relegation_points,2025-11-02,35.0,18,210
brasileirao_relegation_points,2025-11-02,35.0,17,31
brasileirao_relegation_points,2025-11-02,35.0,20,5
brasileirao_relegation_points,2025-11-02,35.0,16,1
brasileirao_relegation_points,2025-11-02,30.0,20,162
brasileirao_relegation_points,2025-11-02,30.0,19,194
brasileirao_relegation_points,2025-11-02,30.0,18,1
brasileirao_relegation_points,2025-11-02,85.0,1,55
brasileirao_relegation_points,2025-11-02,73.0,2,146
brasileirao_relegation_points,2025-11-02,73.0,3,193
brasileirao_relegation_points,2025-11-02,73.0,1,7
brasileirao_relegation_points,2025-11-02,73.0,4,7
brasileirao_relegation_points,2025-11-02,71.0,3,304
brasileirao_relegation_points,2025-11-02,71.0,4,39
brasileirao_relegation_points,2025-11-02,71.0,2,53
brasileirao_relegation_points,2025-11-02,71.0,1,3
brasileirao_relegation_points,2025-11-02,68.0,4,197
brasileirao_relegation_points,2025-11-02,68.0,3,192
brasileirao_relegation_points,2025-11-02,68.0,5,8
brasileirao_relegation_points,2025-11-02,68.0,2,2
brasileirao_relegation_points,2025-11-02,64.0,5,234
brasileirao_relegation_points,2025-11-02,64.0,4,247
brasileirao_relegation_points,2025-11-02,64.0,6,18
brasileirao_relegation_points,2025-11-02,64.0,3,13
brasileirao_relegation_points,2025-11-02,62.0,6,123
brasileirao_relegation_points,2025-11-02,62.0,5,377
brasileirao_relegation_points,2025-11-02,62.0,4,128
brasileirao_relegation_points,2025-11-02,62.0,7,13
brasileirao_relegation_points,2025-11-02,60.0,7,97
brasileirao_relegation_points,2025-11-02,60.0,5,280
brasileirao_relegation_points,2025-11-02,60.0,6,379
brasileirao_relegation_points,2025-11-02,60.0,4,21
brasileirao_relegation_points,2025-11-02,60.0,8,7
brasileirao_relegation_points,2025-11-02,50.0,10,325
brasileirao_relegation_points,2025-11-02,50.0,11,540
brasileirao_relegation_points,2025-11-02,50.0,12,250
brasileirao_relegation_points,2025-11-02,50.0,9,85
brasileirao_relegation_points,2025-11-02,50.0,13,53
brasileirao_relegation_points,2025-11-02,50.0,14,4
brasileirao_relegation_points,2025-11-02,50.0,8,9
brasileirao_relegation_points,2025-11-02,50.0,7,1
brasileirao_relegation_points,2025-11-02,37.0,16,14
brasileirao_relegation_points,2025-11-02,37.0,17,151
brasileirao_relegation_points,2025-11-02,37.0,18,325
brasileirao_relegation_points,2025-11-02,37.0,19,78
brasileirao_relegation_points,2025-11-02,37.0,20,1
brasileirao_relegation_points,2025-11-02,34.0,19,293
brasileirao_relegation_points,2025-11-02,34.0,18,150
brasileirao_relegation_points,2025-11-02,34.0,20,5
brasileirao_relegation_points,2025-11-02,34.0,17,9
brasileirao_relegation_points,2025-11-02,23.0,20,120
brasileirao_relegation_points,2025-11-02,74.0,1,32
brasileirao_relegation_points,2025-11-02,74.0,2,231
brasileirao_relegation_points,2025-11-02,74.0,3,148
brasileirao_relegation_points,2025-11-02,74.0,4,4
brasileirao_relegation_points,2025-11-02,69.0,3,241
brasileirao_relegation_points,2025-11-02,69.0,4,136
brasileirao_relegation_points,2025-11-02,69.0,2,8
brasileirao_relegation_points,2025-11-02,69.0,5,3
brasileirao_relegation_points,2025-11-02,63.0,4,205
brasileirao_relegation_points,2025-11-02,63.0,5,304
brasileirao_relegation_points,2025-11-02,63.0,6,56
brasileirao_relegation_points,2025-11-02,63.0,3,3
brasileirao_relegation_points,2025-11-02,63.0,7,1
brasileirao_relegation_points,2025-11-02,59.0,6,389
brasileirao_relegation_points,2025-11-02,59.0,5,168
brasileirao_relegation_points,2025-11-02,59.0,7,216
brasileirao_relegation_points,2025-11-02,59.0,8,14
brasileirao_relegation_points,2025-11-02,59.0,4,4
brasileirao_relegation_points,2025-11-02,56.0,7,412
brasileirao_relegation_points,2025-11-02,56.0,8,374
brasileirao_relegation_points,2025-11-02,56.0,6,129
brasileirao_relegation_points,2025-11-02,56.0,9,100
brasileirao_relegation_points,2025-11-02,56.0,10,8
brasileirao_relegation_points,2025-11-02,56.0,5,6
brasileirao_relegation_points,2025-11-02,55.0,9,250
brasileirao_relegation_points,2025-11-02,55.0,7,301
brasileirao_relegation_points,2025-11-02,55.0,8,508
brasileirao_relegation_points,2025-11-02,55.0,10,54
brasileirao_relegation_points,2025-11-02,55.0,6,47
brasileirao_relegation_points,2025-11-02,55.0,11,3
brasileirao_relegation_points,2025-11-02,51.0,11,372
brasileirao_relegation_points,2025-11-02,51.0,9,213
brasileirao_relegation_points,2025-11-02,51.0,10,479
brasileirao_relegation_points,2025-11-02,51.0,8,32
brasileirao_relegation_points,2025-11-02,51.0,12,90
brasileirao_relegation_points,2025-11-02,51.0,13,7
brasileirao_relegation_points,2025-11-02,47.0,12,404
brasileirao_relegation_points,2025-11-02,47.0,13,503
brasileirao_relegation_points,2025-11-02,47.0,14,236
brasileirao_relegation_points,2025-11-02,47.0,15,44
brasileirao_relegation_points,2025-11-02,47.0,16,4
brasileirao_relegation_points,2025-11-02,47.0,11,112
brasileirao_relegation_points,2025-11-02,47.0,10,10
brasileirao_relegation_points,2025-11-02,45.0,14,535
brasileirao_relegation_points,2025-11-02,45.0,15,349
brasileirao_relegation_points,2025-11-02,45.0,16,75
brasileirao_relegation_points,2025-11-02,45.0,13,285
brasileirao_relegation_points,2025-11-02,45.0,17,3
brasileirao_relegation_points,2025-11-02,45.0,12,60
brasileirao_relegation_points,2025-11-02,45.0,11,4
brasileirao_relegation_points,2025-11-02,28.0,20,246
brasileirao_relegation_points,2025-11-02,28.0,19,52
brasileirao_relegation_points,2025-11-02,80.0,1,279
brasileirao_relegation_points,2025-11-02,80.0,2,107
brasileirao_relegation_points,2025-11-02,80.0,3,1
brasileirao_relegation_points,2025-11-02,58.0,6,403
brasileirao_relegation_points,2025-11-02,58.0,5,73
brasileirao_relegation_points,2025-11-02,58.0,7,345
brasileirao_relegation_points,2025-11-02,58.0,8,83
brasileirao_relegation_points,2025-11-02,58.0,9,4
brasileirao_relegation_points,2025-11-02,58.0,4,1
brasileirao_relegation_points,2025-11-02,53.0,10,289
brasileirao_relegation_points,2025-11-02,53.0,8,273
brasileirao_relegation_points,2025-11-02,53.0,9,481
brasileirao_relegation_points,2025-11-02,53.0,11,46
brasileirao_relegation_points,2025-11-02,53.0,7,50
brasileirao_relegation_points,2025-11-02,53.0,12,4
brasileirao_relegation_points,2025-11-02,53.0,6,2
brasileirao_relegation_points,2025-11-02,41.0,16,443
brasileirao_relegation_points,2025-11-02,41.0,17,402
brasileirao_relegation_points,2025-11-02,41.0,18,93
brasileirao_relegation_points,2025-11-02,41.0,15,119
brasileirao_relegation_points,2025-11-02,41.0,14,14
brasileirao_relegation_points,2025-11-02,41.0,19,2
brasileirao_relegation_points,2025-11-02,39.0,17,366
brasileirao_relegation_points,2025-11-02,39.0,18,251
brasileirao_relegation_points,2025-11-02,39.0,16,93
brasileirao_relegation_points,2025-11-02,39.0,19,13
brasileirao_relegation_points,2025-11-02,39.0,15,6
brasileirao_relegation_points,2025-11-02,31.0,20,91
brasileirao_relegation_points,2025-11-02,31.0,19,218
brasileirao_relegation_points,2025-11-02,31.0,18,17
brasileirao_relegation_points,2025-11-02,79.0,1,267
brasileirao_relegation_points,2025-11-02,79.0,2,167
brasileirao_relegation_points,2025-11-02,79.0,3,4
brasileirao_relegation_points,2025-11-02,77.0,2,268
brasileirao_relegation_points,2025-11-02,77.0,1,169
brasileirao_relegation_points,2025-11-02,77.0,3,17
brasileirao_relegation_points,2025-11-02,75.0,3,85
brasileirao_relegation_points,2025-11-02,75.0,2,287
brasileirao_relegation_points,2025-11-02,75.0,1,51
brasileirao_relegation_points,2025-11-02,67.0,4,266
brasileirao_relegation_points,2025-11-02,67.0,3,136
brasileirao_relegation_points,2025-11-02,67.0,5,22
brasileirao_relegation_points,2025-11-02,67.0,6,2
brasileirao_relegation_points,2025-11-02,20.0,20,38
brasileirao_relegation_points,2025-11-02,42.0,16,478
brasileirao_relegation_points,2025-11-02,42.0,17,199
brasileirao_relegation_points,2025-11-02,42.0,15,300
brasileirao_relegation_points,2025-11-02,42.0,14,44
brasileirao_relegation_points,2025-11-02,42.0,18,24
brasileirao_relegation_points,2025-11-02,42.0,13,3
brasileirao_relegation_points,2025-11-02,38.0,18,337
brasileirao_relegation_points,2025-11-02,38.0,19,42
brasileirao_relegation_points,2025-11-02,38.0,17,297
brasileirao_relegation_points,2025-11-02,38.0,16,41
brasileirao_relegation_points,2025-11-02,38.0,15,1
brasileirao_relegation_points,2025-11-02,25.0,20,198
brasileirao_relegation_points,2025-11-02,29.0,19,109
brasileirao_relegation_points,2025-11-02,29.0,20,172
brasileirao_relegation_points,2025-11-02,29.0,18,1
brasileirao_relegation_points,2025-11-02,72.0,2,120
brasileirao_relegation_points,2025-11-02,72.0,3,258
brasileirao_relegation_points,2025-11-02,72.0,1,7
brasileirao_relegation_points,2025-11-02,72.0,4,21
brasileirao_relegation_points,2025-11-02,70.0,4,80
brasileirao_relegation_points,2025-11-02,70.0,2,19
brasileirao_relegation_points,2025-11-02,70.0,3,281
brasileirao_relegation_points,2025-11-02,70.0,5,1
brasileirao_relegation_points,2025-11-02,76.0,1,112
brasileirao_relegation_points,2025-11-02,76.0,3,57
brasileirao_relegation_points,2025-11-02,76.0,2,292
brasileirao_relegation_points,2025-11-02,33.0,19,314
brasileirao_relegation_points,2025-11-02,33.0,18,98
brasileirao_relegation_points,2025-11-02,33.0,20,40
brasileirao_relegation_points,2025-11-02,33.0,17,3
brasileirao_relegation_points,2025-11-02,82.0,1,190
brasileirao_relegation_points,2025-11-02,82.0,2,29
brasileirao_relegation_points,2025-11-02,84.0,1,123
brasileirao_relegation_points,2025-11-02,84.0,2,6
brasileirao_relegation_points,2025-11-02,83.0,2,17
brasileirao_relegation_points,2025-11-02,83.0,1,146
brasileirao_relegation_points,2025-11-02,27.0,20,254
brasileirao_relegation_points,2025-11-02,27.0,19,28
brasileirao_relegation_points,2025-11-02,65.0,3,37
brasileirao_relegation_points,2025-11-02,65.0,4,288
brasileirao_relegation_points,2025-11-02,65.0,5,160
brasileirao_relegation_points,2025-11-02,65.0,6,5
brasileirao_relegation_points,2025-11-02,32.0,19,279
brasileirao_relegation_points,2025-11-02,32.0,20,55
brasileirao_relegation_points,2025-11-02,32.0,18,32
brasileirao_relegation_points,2025-11-02,26.0,20,260
brasileirao_relegation_points,2025-11-02,26.0,19,7
brasileirao_relegation_points,2025-11-02,24.0,20,204
brasileirao_relegation_points,2025-11-02,22.0,20,105
brasileirao_relegation_points,2025-11-02,87.0,1,18
brasileirao_relegation_points,2025-11-02,86.0,1,39
brasileirao_relegation_points,2025-11-02,86.0,2,1
brasileirao_relegation_points,2025-11-02,21.0,20,61
brasileirao_relegation_points,2025-11-02,88.0,1,3
brasileirao_relegation_points,2025-11-02,18.0,20,5
brasileirao_relegation_points,2025-11-02,19.0,20,16
brasileirao_relegation_points,2025-11-02,89.0,1,3
brasileirao_relegation_points,2025-11-02,17.0,20,2
brasileirao_relegation_points,2025-11-05,78.0,1,289
brasileirao_relegation_points,2025-11-05,78.0,2,238
brasileirao_relegation_points,2025-11-05,78.0,3,14
brasileirao_relegation_points,2025-11-05,77.0,2,302
brasileirao_relegation_points,2025-11-05,77.0,1,164
brasileirao_relegation_points,2025-11-05,77.0,3,43
brasileirao_relegation_points,2025-11-05,74.0,3,247
brasileirao_relegation_points,2025-11-05,74.0,2,234
brasileirao_relegation_points,2025-11-05,74.0,4,7
brasileirao_relegation_points,2025-11-05,74.0,1,33
brasileirao_relegation_points,2025-11-05,68.0,4,188
brasileirao_relegation_points,2025-11-05,68.0,3,94
brasileirao_relegation_points,2025-11-05,68.0,2,1
brasileirao_relegation_points,2025-11-05,68.0,5,4
brasileirao_relegation_points,2025-11-05,58.0,5,83
brasileirao_relegation_points,2025-11-05,58.0,6,329
brasileirao_relegation_points,2025-11-05,58.0,7,366
brasileirao_relegation_points,2025-11-05,58.0,8,59
brasileirao_relegation_points,2025-11-05,56.0,6,105
brasileirao_relegation_points,2025-11-05,56.0,7,396
brasileirao_relegation_points,2025-11-05,56.0,8,226
brasileirao_relegation_points,2025-11-05,56.0,9,28
brasileirao_relegation_points,2025-11-05,56.0,5,3
brasileirao_relegation_points,2025-11-05,56.0,10,1
brasileirao_relegation_points,2025-11-05,55.0,8,489
brasileirao_relegation_points,2025-11-05,55.0,9,146
brasileirao_relegation_points,2025-11-05,55.0,10,13
brasileirao_relegation_points,2025-11-05,55.0,6,26
brasileirao_relegation_points,2025-11-05,55.0,7,323
brasileirao_relegation_points,2025-11-05,55.0,11,1
brasileirao_relegation_points,2025-11-05,49.0,11,636
brasileirao_relegation_points,2025-11-05,49.0,12,489
brasileirao_relegation_points,2025-11-05,49.0,13,148
brasileirao_relegation_points,2025-11-05,49.0,10,307
brasileirao_relegation_points,2025-11-05,49.0,9,45
brasileirao_relegation_points,2025-11-05,49.0,14,17
brasileirao_relegation_points,2025-11-05,49.0,8,3
brasileirao_relegation_points,2025-11-05,45.0,13,279
brasileirao_relegation_points,2025-11-05,45.0,15,415
brasileirao_relegation_points,2025-11-05,45.0,16,113
brasileirao_relegation_points,2025-11-05,45.0,14,563
brasileirao_relegation_points,2025-11-05,45.0,12,54
brasileirao_relegation_points,2025-11-05,45.0,11,6
brasileirao_relegation_points,2025-11-05,45.0,17,10
brasileirao_relegation_points,2025-11-05,44.0,14,370
brasileirao_relegation_points,2025-11-05,44.0,13,97
brasileirao_relegation_points,2025-11-05,44.0,15,553
brasileirao_relegation_points,2025-11-05,44.0,16,277
brasileirao_relegation_points,2025-11-05,44.0,12,8
brasileirao_relegation_points,2025-11-05,44.0,17,42
brasileirao_relegation_points,2025-11-05,43.0,15,480
brasileirao_relegation_points,2025-11-05,43.0,16,471
brasileirao_relegation_points,2025-11-05,43.0,14,164
brasileirao_relegation_points,2025-11-05,43.0,17,134
brasileirao_relegation_points,2025-11-05,43.0,13,13
brasileirao_relegation_points,2025-11-05,43.0,18,8
brasileirao_relegation_points,2025-11-05,43.0,12,1
brasileirao_relegation_points,2025-11-05,41.0,17,452
brasileirao_relegation_points,2025-11-05,41.0,16,358
brasileirao_relegation_points,2025-11-05,41.0,18,126
brasileirao_relegation_points,2025-11-05,41.0,15,90
brasileirao_relegation_points,2025-11-05,41.0,14,5
brasileirao_relegation_points,2025-11-05,41.0,19,3
brasileirao_relegation_points,2025-11-05,40.0,18,232
brasileirao_relegation_points,2025-11-05,40.0,17,425
brasileirao_relegation_points,2025-11-05,40.0,19,22
brasileirao_relegation_points,2025-11-05,40.0,16,177
brasileirao_relegation_points,2025-11-05,40.0,15,12
brasileirao_relegation_points,2025-11-05,40.0,14,1
brasileirao_relegation_points,2025-11-05,35.0,19,345
brasileirao_relegation_points,2025-11-05,35.0,18,150
brasileirao_relegation_points,2025-11-05,35.0,20,2
brasileirao_relegation_points,2025-11-05,35.0,17,8
brasileirao_relegation_points,2025-11-05,28.0,20,156
brasileirao_relegation_points,2025-11-05,81.0,1,269
brasileirao_relegation_points,2025-11-05,81.0,2,47
brasileirao_relegation_points,2025-11-05,73.0,3,332
brasileirao_relegation_points,2025-11-05,73.0,2,160
brasileirao_relegation_points,2025-11-05,73.0,4,11
